"0.0","85.57","18.980199999999996","1.2165164401","1.3226800848","1.244579","1.29629","0.0","119.55","18.980199999999996","0.8526748123000002","1.3226800848","0.8747115999999999","1.29629","0.0","148.73","18.980199999999996","1.5100176872999995","1.217780735285495","0.0037110327568896763","1.3226800848","1.5489769000000002","1.29629"
"1.0","43.63","10.235560000000003","1.108958724","1.2055092000000007","1.1286998","1.1402367","1.0","76.56","10.18856","0.7670938758999999","1.1759942749999999","0.7782301300000001","1.1116036","1.0","97.55","10.264759999999999","1.2242509802999997","1.0986473594593427","0.002699018063966025","1.1766656636999995","1.2127386","1.1116036"
"2.0","26.69","6.778400000000001","1.0168753629","1.0935281470999998","0.9959615","1.0685282","2.0","63.04","6.834519999999999","0.7056693510999998","1.0720141550999995","0.6828271000000001","1.042517","2.0","78.72","6.86396","1.023617946","1.0056707522110098","0.0023407393542033824","1.0726493915000004","0.9639743","1.0502121"
"3.0","19.22","5.2763599999999995","0.9678396458999998","1.0299726664999997","0.9488361499999999","1.0037972","3.0","58.5","5.468559999999999","0.6700376419999998","1.0246304791999996","0.6582435","0.99583524","3.0","70.12","5.326159999999998","0.9245528259000002","0.9580015632033294","0.002124893155305717","1.0230234102999998","0.8749915","0.9969914599999999"
"4.0","17.06","4.58728","0.9477559865","1.0054278560999994","0.93227947","0.9876118000000002","4.0","56.49","4.85384","0.6553170020000002","1.0033863992999996","0.6452391","0.9849326","4.0","66.32","4.566999999999999","0.8991355645","0.9466879719042651","0.0019192492919043209","1.0041691702999997","0.8503488999999999","0.9769608399999999"
"5.0","15.86","4.399359999999999","0.9438918129999999","1.0053671891999993","0.9323986999999999","0.9816766","5.0","57.24","4.730599999999999","0.6551929787","0.9941611008000002","0.6442399599999998","0.98210555","5.0","64.81","4.373079999999999","0.8761571070000003","0.9335414111917796","0.001991891109766372","0.9992880195000001","0.8472708","0.97676516"
"6.0","16.18","4.56204","0.9279248188000002","0.9920765468999996","0.9148064000000001","0.97131574","6.0","55.01","4.8529599999999995","0.6407320124000002","0.9750831769999999","0.64055717","0.9705336700000001","6.0","66.55","4.515640000000001","0.8577818444999997","0.9249849189240031","0.0020103893628753227","0.9895101425000002","0.84268963","0.9724084"
"7.0","17.75","4.72192","0.9178261542000002","0.9766997776999996","0.9129597000000002","0.967501","7.0","55.88","5.018640000000001","0.6376673903000001","0.9716161808999999","0.6402868","0.9721070499999999","7.0","68.38","4.708319999999997","0.8497347942000002","0.9192181862611097","0.001994152173120583","0.9785090498000004","0.8358175","0.9731243"
"8.0","17.34","5.032959999999999","0.9162750253000003","0.9727122091999998","0.9128042","0.96659625","8.0","57.81","5.395199999999999","0.6343898498999997","0.9648095392999997","0.63891244","0.9717933999999999","8.0","66.13","5.002959999999998","0.8359054366000003","0.9137374616574654","0.0019896381875314307","0.9690728752000001","0.82953155","0.9687017"
"9.0","20.35","5.489040000000001","0.9074565497000006","0.9648065218999995","0.9094212","0.96622354","9.0","59.92","5.915919999999997","0.6340581915","0.9630514841999998","0.6376283","0.9687017","9.0","66.21","5.447920000000002","0.8404373416999996","0.9156390308251574","0.0019773372083644386","0.9727309002000001","0.83383906","0.96890396"
"10.0","21.01","6.07396","0.9047350555000006","0.9620788414999997","0.90749896","0.9579425","10.0","60.56","6.66036","0.6310152705000001","0.9611344827999999","0.6370754","0.9663851999999999","10.0","70.73","6.054480000000003","0.8323947781","0.9110701288464892","0.0019769778178791346","0.9684281521","0.8256232","0.96308905"
"11.0","24.34","6.880879999999999","0.8992635862000004","0.9535551643999994","0.90741754","0.95543367","11.0","64.59","7.557679999999997","0.6296730590999998","0.9560293924","0.6359115","0.9613941","11.0","75.06","6.746520000000004","0.8276503294999997","0.9094526062941451","0.001960818860451802","0.9660139688999996","0.82355434","0.96229786"
"12.0","28.98","7.866240000000001","0.8990829409000001","0.9535384473999998","0.90763736","0.9549842","12.0","68.23","8.630279999999997","0.6280769185000001","0.9554753654000002","0.6357261","0.9590558","12.0","78.44","7.487080000000002","0.8237117851000002","0.907453361454814","0.0020065745437433573","0.9666262416999998","0.82142323","0.96046805"
"13.0","31.1","9.026040000000002","0.8958068852000001","0.9517357358999997","0.90749896","0.94985914","13.0","71.78","9.83932","0.6272496236999999","0.9516369904000002","0.6357135","0.95440096","13.0","84.07","8.38064","0.8156404075000003","0.9012084139644441","0.0019378887010630791","0.9624322311999997","0.8218168","0.9589178000000002"
"14.0","36.24","10.125879999999997","0.8932492543000001","0.9515114823","0.9024722","0.95543367","14.0","77.39","11.202039999999997","0.6248315696000002","0.9484731580000001","0.6320831","0.95099735","14.0","88.19","9.33876","0.8126766351000002","0.9000002374064876","0.002043374296715961","0.9567380707999998","0.8183209000000001","0.9549980000000001"
"15.0","43.19","11.4266","0.8916630487000002","0.9483912930999999","0.9021062","0.94985914","15.0","83.76","12.666039999999999","0.6245908486","0.9485900901999998","0.63125676","0.9514079","15.0","94.0","10.534319999999997","0.8120624166000004","0.8993400934611102","0.0019332312978792864","0.9570923338000003","0.8186021","0.9564475399999999"
"16.0","47.89","12.774320000000003","0.8894034402000004","0.9464712063999999","0.90113276","0.9502575","16.0","85.49","14.011680000000002","0.6235438886000001","0.9480843225999996","0.6311109","0.9508723","16.0","100.71","11.803280000000003","0.8121289270000004","0.8994976390317555","0.0019792130525980076","0.9557741329999999","0.8185801","0.9507056500000001"
"17.0","51.78","14.343840000000002","0.8890586894000002","0.9454050953000003","0.9006933","0.94884634","17.0","94.04","15.351720000000002","0.6227935381000003","0.9488446459999997","0.63102865","0.9508723","17.0","105.82","12.93484","0.8111985939999999","0.8995778324738203","0.0020573201244840954","0.9574739331999998","0.8175429","0.9574445"
