"0","0.47327638","0.24057947","0","9.073408","1.9809103","0","0.53925383","0.5444989"
"1","1.9068812","0.9062744","1","0.5465994","0.57352185","1","0.5356951","0.45036802"
"2","5.2423816","0.64391375","2","0.14660895","0.3086181","2","0.5223387","0.48962253"
"3","0.5833448","3.3260047","3","0.52467924","0.49435586","3","0.7092562","6.225925"
"4","0.75409406","0.56066066","4","0.39560091","0.22609729","4","0.33716217","0.40984204"
"5","0.6579503","1.0793955","5","0.54446197","0.5443216","5","0.36397192","0.3527599"
"6","0.17455925","0.18206157","6","2.0505037","0.9360217","6","2.505353","1.2624882"
"7","1.6174527","7.873019","7","0.19915542","0.1756882","7","0.59440017","0.6068396"
"8","1.7605513","7.779939","8","0.8747537","27.274412","8","0.19278438","1.4835428"
"9","52872.477","8.621059","9","3.6783323","6.058802","9","0.6745584","0.63934374"
"10","0.39167407","0.32476345","10","0.50792587","0.507248","10","0.34498096","0.70475894"
"11","0.3911322","0.35691652","11","1.091184","1.0597148","11","0.534946","0.45048368"
"12","1.7194985","0.18859774","12","0.41275293","0.44652146","12","0.5308513","0.4499653"
"13","0.17586076","2.0860426","13","0.9678514","0.26470518","13","5.7658634","1.5449404"
"14","29.336842","0.5015921","14","0.4162207","0.436044","14","0.5584738","0.45088345"
"15","0.98485744","0.9535414","15","0.21052887","0.5901145","15","0.8427743","0.57456845"
"16","68.3711","71.46927","16","1.6272855","1.6272855","16","0.44791257","0.51581925"
"17","0.72408515","0.6817434","17","0.302514","0.31581837","17","0.47189996","0.45353448"
"18","1.2527764","0.11771733","18","4.3054934","0.31661218","18","0.9593923","2.2970755"
"19","0.36500585","1.2808414","19","0.57952577","0.57973933","19","0.38842946","0.3869616"
"20","10.257171","0.2896432","20","3.9014099","0.35286784","20","0.5923209","0.38067394"
"21","0.6498319","0.30975705","21","0.28664428","0.41801274","21","0.36046934","0.35860848"
"22","0.31767657","0.9763581","22","13.081447","0.33138594","22","0.39431867","1.3110999"
"23","4.294529","19.535378","23","0.36363944","0.40641975","23","2.297695","0.8874707"
"24","0.46195656","0.525928","24","2.582648","1.9629525","24","1.1802117","0.9753647"
"25","3.8055506","2.1260548","25","0.34273663","0.603844","25","1.918769","1.8326266"
"26","0.36302122","0.3492714","26","0.1419341","0.1983869","26","1.1835015","2.5792866"
"27","0.37779862","0.4019257","27","0.396188","0.38836145","27","13.924459","0.45049563"
"28","0.20345546","0.21858135","28","1.291589","0.5976797","28","0.37391782","0.37846473"
"29","0.3056353","0.32341033","29","0.92963696","0.48171857","29","1.5815327","0.4505299"
"30","0.20076883","0.3095091","30","0.38152432","0.3808205","30","0.2702364","0.3531166"
"31","0.24582732","0.38232735","31","0.25139236","0.50854415","31","6.260383","0.4504873"
"32","0.3482008","0.7456134","32","1.2276262","1.1668437","32","12.1689625","0.54691344"
"33","0.31868702","0.36152995","33","0.3787846","0.36806512","33","2.4596019","3.3168585"
"34","7.8161387","0.2926956","34","1.1927812","1.1898323","34","0.45800447","0.45045957"
"35","0.35079014","0.3284065","35","0.62972754","0.8714699","35","0.36275244","0.38570315"
"36","3.0012918","3.3083677","36","1.5199233","1.5200841","36","0.4456245","0.3586105"
"37","0.5167077","0.36469814","37","0.38046244","0.38054296","37","4.6724133","0.7469191"
