0.34127 0.216522 0.064451 0.392562 0.111111 0.381696 0.176471 0 0.251701 0.01278 1
0.269841 0.192577 0.101867 0.295225 0.066667 0.219231 0.058824 0 0.278912 0.012751 1
0.261905 0.211203 0.087386 0.256657 0.125 0.257116 0.117647 0.25 0.156463 0.014818 1
0.242063 0.207667 0.060517 0.264463 0.076923 0.522883 0 0.5 0.136054 0.010917 1
0.240079 0.208126 0.072571 0.228191 0.1 0.333899 0.235294 0 0.197279 0.012809 1
0.236111 0.213636 0.066795 0.26584 0.111111 0.394201 0.294118 0 0.244898 0.017322 1
0.222222 0.24532 0.066711 0.233701 0.111111 0.37858 0.411765 0.5 0.367347 0.035226 1
0.220238 0.218842 0.073156 0.249311 0.125 0.374345 0.294118 0 0.598639 0.011441 1
0.210317 0.235924 0.068971 0.17539 0.083333 0.359002 0.117647 0 1 0.022737 1
0.186508 0.213408 0.06646 0.216713 0.071429 0.422405 0.058824 0.25 0.115646 0.007424 1
0.184524 0.19337 0.114087 0.199725 0.0625 0.18093 0.058824 0 0.170068 0.016565 1
0.180556 0.207886 0.09065 0.201102 0.1 0.241567 0.117647 0 0.142857 0.00294 1
0.170635 0.232799 0.084122 0.145546 0.090909 0.27453 0.294118 0 0.537415 0.012373 1
0.168651 0.204091 0.080355 0.185491 0.055556 0.3161 0 0.5 0.102041 0.010917 1
0.168651 0.237792 0.098518 0.156566 0.090909 0.253371 0.411765 0.25 0.22449 0.070277 1
0.14881 0.237934 0.094668 0.146924 0.111111 0.262981 0.411765 0.25 0.197279 0.071092 1
0.146825 0.191502 0.122541 0.151974 0.111111 0.157997 0.352941 0 0.047619 0.043028 1
0.142857 0.212602 0.087553 0.17034 0.125 0.246887 0.294118 0 0.414966 0.082766 1
0.140873 0.178918 0.116263 0.207071 0.0625 0.19934 0.058824 0 0.068027 0.005153 1
0.136905 0.196223 0.100193 0.145546 0.1 0.210163 0.176471 0.5 0.278912 0.012606 1
0.134921 0.191841 0.12162 0.131772 0.071429 0.170375 0.176471 0.25 0.040816 0.017671 1
0.132937 0.242838 0.091906 0.114325 0.142857 0.242416 0.235294 0 0.37415 0.026754 1
0.132937 0.196047 0.098184 0.158861 0.142857 0.217952 0.058824 0 0.14966 0.00492 1
0.130952 0.232114 0.124299 0.083104 0.125 0.145686 0.117647 0.25 0.197279 0.017729 1
0.130952 0.256665 0.121788 0.09045 0.083333 0.15867 0.176471 0.25 0.278912 0.01738 1
0.126984 0.247835 0.100946 0.097337 0.111111 0.205221 0.294118 0 0.183673 0.043202 1
0.123016 0.210464 0.099104 0.115702 0 0.233843 0.529412 0.25 0.312925 0.047948 1
0.123016 0.233574 0.114841 0.084481 0.083333 0.15986 0.176471 0 0.244898 0.035983 1
0.119048 0.24681 0.0981 0.086318 0.333333 0.199695 0.411765 0.75 0.401361 0.022416 1
0.119048 0.208835 0.076253 0.129017 0.052632 0.40362 0.117647 0.25 0.265306 0.016681 1
0.117063 0.235425 0.091153 0.105142 0.111111 0.23116 0.411765 0.5 0.62585 0.013974 1
0.115079 0.232665 0.098937 0.101469 0.125 0.246883 0.294118 0.25 0.312925 0.054236 1
0.111111 0.256468 0.104712 0.075298 0.111111 0.191097 0.470588 0 0.22449 0.022416 1
0.109127 0.204595 0.09969 0.108815 0.052632 0.258609 0.411765 0.25 0.14966 0.023464 1
0.109127 0.241738 0.100778 0.114784 0.1 0.199026 0.294118 0 0.29932 0.01607 1
0.109127 0.217408 0.093998 0.155647 0.166667 0.226061 0.058824 0 0.210884 0.012198 1
