"p","r","o","b","l","e","m"
"f","i","t","n","e","s","s"
"f","i","t","t","e","s","t"
"airfoil_self_noise","3.6821384","148.12573"
"ccpp","4.7480073","7.736513"
"concrete","8.586299","17.0871"
"winequality-red","0.5622882","0.9704111"
"winequality-white","0.7696347","0.9192252"
